更新時間,yyyymmdd,基金代碼,國內外基金註記,基金規模(台幣/億),基金目前規模區間,基金成立時間,基金成立幾年,基金公司代碼,計價幣別,基金經理人,區域別,基金投資產業分類1,基金投資產業分類2,基金投資產業分類3,aum基金型態別,商品投資屬性,高收益債註記,保本型基金註記,淨值,sharpe,beta,一個月累積報酬率(%),三個月累積報酬率(%),六個月累積報酬率(%),一年累積報酬率(%),三年累積報酬率(%),五年累積報酬率(%),自今年以來報酬率(%),自成立日起報酬率(%),基金評等,熱賣基金註記,投資型態別,cluster
2017-05-26 10:24:00,20170526,231,0.0,3.3,b.1~5億元台幣,2013-05-20 00:00:00,4.0,H1,CNY,黃媛君,CN  ,金融,地產,非循環性消費,B,RR3,1.0,N,11.39,0.77,0.24,0.35,1.24,2.71,5.07,11.45,,3.08,13.9,4.5,0,b.債券型,2
2017-05-26 10:24:00,20170526,232,0.0,6.17,c.5~10億元台幣,2013-05-20 00:00:00,4.0,H1,CNY,黃媛君,CN  ,金融,地產,非循環性消費,B,RR3,1.0,N,9.27,0.74,0.25,0.29,1.31,2.68,5.05,11.5,,3.03,13.88,4.5,0,b.債券型,2
2017-05-26 10:24:00,20170526,233,0.0,7.11,c.5~10億元台幣,2013-05-20 00:00:00,4.0,H1,CNY,黃媛君,CN  ,債券附買回,定期存款,活期存款,M,RR1,0.0,N,11.22,1.81,0.01,0.25,0.85,2.27,3.35,9.5,,1.88,12.15,,0,c.貨幣型,1
2017-05-26 10:09:00,20170526,234,0.0,1.83,b.1~5億元台幣,2013-05-10 00:00:00,4.0,DC,CNY,李明翰,CN  ,不動產,循環性消費,現金及其他,B,RR4,1.0,N,2.51,0.94,0.01,0.36,1.38,2.3,6.44,13.32,,2.0,14.5,4.0,0,b.債券型,1
2017-05-26 10:29:00,20170526,235,0.0,31.41,d.10~100億元台幣,2011-03-23 00:00:00,6.0,Q ,TWD,鍾君長,TW  ,不動產業,政府債券,消費,B,RR4,1.0,N,9.22,0.24,0.28,-1.14,-1.25,-0.59,3.4,14.34,36.58,-1.26,38.96,3.5,0,b.債券型,1
2017-05-26 10:09:00,20170526,236,0.0,2.68,b.1~5億元台幣,2013-05-10 00:00:00,4.0,DC,CNY,李明翰,CN  ,不動產,循環性消費,現金及其他,B,RR4,1.0,N,2.04,0.95,0.01,0.36,1.41,2.32,6.46,12.78,,2.02,13.74,4.0,0,b.債券型,1
2017-05-26 10:11:00,20170526,237,0.0,5.92,c.5~10億元台幣,2013-05-02 00:00:00,4.0,HX,CNY,陳培倫,CN  ,地產開發,工業,循環消費,B,RR4,1.0,N,81.94,1.02,0.17,0.5,1.73,3.79,8.15,17.94,,3.95,20.09,4.5,0,b.債券型,1
2017-05-26 10:11:00,20170526,238,0.0,2.56,b.1~5億元台幣,2013-05-02 00:00:00,4.0,HX,CNY,陳培倫,CN  ,地產開發,工業,循環消費,B,RR4,1.0,N,67.61,1.0,0.18,0.51,1.73,3.76,8.08,17.96,,3.89,20.2,4.5,0,b.債券型,1
2017-05-26 10:11:00,20170526,239,0.0,5.78,c.5~10億元台幣,2013-05-02 00:00:00,4.0,HX,CNY,陳培倫,TW  ,金融業,能源,民生消費,B,RR2,0.0,N,72.53,0.61,0.13,0.32,1.35,1.27,4.77,12.26,,1.54,13.9,4.5,0,b.債券型,2
2017-05-26 10:11:00,20170526,240,0.0,0.2,a.<1億元台幣,2013-05-14 00:00:00,4.0,HX,CNY,陳培倫,CN  ,金融業,地產開發,政府公債,B,RR2,0.0,N,2.48,0.52,0.23,0.12,0.96,1.16,5.11,12.73,,1.47,14.62,4.5,0,b.債券型,2
2017-05-26 10:11:00,20170526,241,0.0,0.2,a.<1億元台幣,2013-05-14 00:00:00,4.0,HX,CNY,陳培倫,CN  ,金融業,地產開發,政府公債,B,RR2,0.0,N,2.18,0.48,0.23,0.09,1.01,0.99,4.71,12.54,,1.24,12.63,4.5,0,b.債券型,2
2017-05-26 10:13:00,20170526,242,0.0,3.85,b.1~5億元台幣,2013-05-24 00:00:00,4.0,U1,CNY,李正和,CN  ,,,,B,RR4,1.0,N,2.76,0.71,0.06,0.09,1.29,1.92,7.08,17.61,,1.67,20.56,4.0,0,b.債券型,1
2017-05-26 10:13:00,20170526,243,0.0,15.09,d.10~100億元台幣,2013-05-24 00:00:00,4.0,U1,CNY,李正和,CN  ,,,,B,RR4,1.0,N,2.17,0.71,0.06,0.09,1.3,1.95,7.07,17.56,,1.7,19.69,4.0,0,b.債券型,1
2017-05-26 10:13:00,20170526,244,0.0,1.42,b.1~5億元台幣,2013-05-24 00:00:00,4.0,U2,USD,李正和,CN  ,,,,B,RR4,1.0,N,0.39,-0.07,0.88,-0.13,0.66,2.42,-0.76,5.32,,2.5,5.18,2.0,0,b.債券型,1
2017-05-26 10:13:00,20170526,245,0.0,0.47,a.<1億元台幣,2013-05-24 00:00:00,4.0,U2,USD,李正和,CN  ,,,,B,RR4,1.0,N,0.31,0.09,0.51,0.14,0.79,2.84,1.62,6.13,,2.93,5.26,2.0,0,b.債券型,1
2017-05-26 10:27:00,20170526,246,0.0,0.74,a.<1億元台幣,2013-06-03 00:00:00,4.0,CI,CNY,游陳達,CN  ,金融-不動產,金融,流動資金,B,RR4,1.0,N,2.36,0.36,0.08,0.34,1.16,1.08,2.62,2.38,,1.59,5.89,2.5,0,b.債券型,1
2017-05-26 10:27:00,20170526,247,0.0,2.51,b.1~5億元台幣,2013-06-03 00:00:00,4.0,CI,CNY,游陳達,CN  ,金融-不動產,金融,流動資金,B,RR4,1.0,N,2.07,0.6,0.02,0.4,1.79,2.19,5.7,5.65,,2.91,9.28,3.0,0,b.債券型,1
2017-05-26 10:31:00,20170526,248,0.0,63.2,d.10~100億元台幣,2013-06-26 00:00:00,4.0,JF,TWD,吳英瑜,CN  ,金融,消費品,工業,E,RR5,0.0,N,11.78,0.03,0.35,3.88,5.75,-0.08,1.12,29.59,,4.9,17.8,2.0,0,a.股票型,1
2017-05-26 10:11:00,20170526,249,0.0,27.58,d.10~100億元台幣,2013-11-13 00:00:00,4.0,HY,AUD,張瑞明,AU  ,初級巿場債券,次級巿場債券,現金,O,RR2,0.0,Y,11.57,0.29,0.39,0.54,1.82,2.01,2.58,18.1,,2.56,22.59,1.5,0,h.其他型,1
2017-05-26 10:16:00,20170526,250,0.0,4.52,b.1~5億元台幣,2013-12-06 00:00:00,4.0,KC,TWD,吳宗鎰,TW  ,,,,FT,RR1,0.0,N,10.81,0.11,0.49,0.51,-0.41,3.38,2.67,10.99,,3.01,8.09,,0,f.期貨型,1
2017-05-26 10:09:00,20170526,251,0.0,0.69,a.<1億元台幣,2013-11-01 00:00:00,4.0,DA,TWD,李明翰,CN  ,不動產,循環性消費,現金及其他,B,RR4,1.0,N,9.07,-0.82,0.14,0.16,-0.51,-2.56,-6.29,2.29,,-3.28,3.36,1.0,0,b.債券型,1
2017-05-26 10:22:00,20170526,252,0.0,6.33,c.5~10億元台幣,2013-10-21 00:00:00,4.0,FL,USD,謝佳伶,TW  ,美國高收益債券(含ETF),其他已開發國家高收益債券,約當現金及其他,B,RR3,1.0,N,10.08,0.63,0.94,0.93,1.56,6.5,12.01,-3.45,,4.22,0.82,2.5,0,b.債券型,2
2017-05-26 10:22:00,20170526,253,0.0,5.42,c.5~10億元台幣,2013-10-21 00:00:00,4.0,FL,USD,謝佳伶,TW  ,美國高收益債券(含ETF),其他已開發國家高收益債券,約當現金及其他,B,RR3,1.0,N,8.2,0.63,0.94,0.93,1.56,6.51,12.02,-3.44,,4.22,0.83,2.5,0,b.債券型,2
2017-05-26 10:22:00,20170526,254,0.0,1.05,b.1~5億元台幣,2013-10-21 00:00:00,4.0,FM,AUD,謝佳伶,TW  ,美國高收益債券(含ETF),其他已開發國家高收益債券,約當現金及其他,B,RR3,1.0,N,10.36,0.67,0.94,1.0,1.74,6.75,12.73,-1.73,,4.6,3.63,3.0,0,b.債券型,2
2017-05-26 10:22:00,20170526,255,0.0,1.55,b.1~5億元台幣,2013-10-21 00:00:00,4.0,FM,AUD,謝佳伶,TW  ,美國高收益債券(含ETF),其他已開發國家高收益債券,約當現金及其他,B,RR3,1.0,N,8.25,0.67,0.94,1.0,1.75,6.76,12.74,-1.46,,4.6,3.91,3.0,0,b.債券型,2
2017-05-26 10:13:00,20170526,256,0.0,2.4,b.1~5億元台幣,2013-12-06 00:00:00,4.0,U1,CNY,李正和,CN  ,,,,B,RR3,0.0,N,12.19,0.63,0.43,-0.12,1.27,2.59,7.59,17.44,,1.97,21.88,5.0,0,b.債券型,2
2017-05-26 10:13:00,20170526,257,0.0,4.1,b.1~5億元台幣,2013-12-06 00:00:00,4.0,U1,CNY,李正和,CN  ,,,,B,RR3,0.0,N,10.55,0.64,0.44,-0.12,1.27,2.65,7.69,17.59,,2.02,21.59,5.0,0,b.債券型,2
2017-05-26 10:13:00,20170526,258,0.0,0.33,a.<1億元台幣,2013-12-06 00:00:00,4.0,U2,USD,李正和,CN  ,,,,B,RR3,0.0,N,10.66,0.15,0.85,-0.02,0.83,3.59,2.71,6.39,,3.38,6.65,3.0,0,b.債券型,2
2017-05-26 10:13:00,20170526,259,0.0,1.41,b.1~5億元台幣,2013-12-06 00:00:00,4.0,U2,USD,李正和,CN  ,,,,B,RR3,0.0,N,9.21,0.15,0.85,-0.02,0.83,3.6,2.72,6.4,,3.38,6.66,3.0,0,b.債券型,2
2017-05-26 10:18:00,20170526,260,0.0,0.37,a.<1億元台幣,2013-11-26 00:00:00,4.0,CK,USD,郭臻臻,TW  ,,,,B,RR3,1.0,N,10.16,0.52,0.9,0.88,1.3,5.17,9.2,-3.29,,3.64,1.55,2.0,0,b.債券型,2
2017-05-26 10:18:00,20170526,261,0.0,1.38,b.1~5億元台幣,2013-11-26 00:00:00,4.0,CK,USD,郭臻臻,TW  ,,,,B,RR3,1.0,N,8.19,0.52,0.91,0.88,1.3,5.17,9.18,-3.52,,3.64,1.3,2.0,0,b.債券型,2
2017-05-26 10:14:00,20170526,262,0.0,5.86,c.5~10億元台幣,2014-03-11 00:00:00,3.0,AI,TWD,施宜君,TW  ,金融,原物料,能源,B,RR3,1.0,N,11.35,0.14,0.71,0.26,0.38,1.47,2.27,11.74,,0.52,13.45,3.5,0,b.債券型,2
2017-05-26 10:14:00,20170526,263,0.0,5.36,c.5~10億元台幣,2014-03-11 00:00:00,3.0,AI,TWD,施宜君,TW  ,金融,原物料,能源,B,RR3,1.0,N,9.82,0.14,0.71,0.26,0.38,1.47,2.27,11.74,,0.52,13.45,3.5,0,b.債券型,2
2017-05-26 10:26:00,20170526,264,0.0,0.06,a.<1億元台幣,2014-03-20 00:00:00,3.0,CS,USD,馬澤亞,CN  ,人民幣企業債券,美元企業債券,人民幣金融債券,B,RR3,1.0,N,10.26,0.13,0.59,0.43,0.98,2.63,2.13,1.68,,3.25,2.56,2.5,0,b.債券型,2
2017-05-26 10:26:00,20170526,265,0.0,0.73,a.<1億元台幣,2014-03-20 00:00:00,3.0,CS,USD,馬澤亞,CN  ,人民幣企業債券,美元企業債券,人民幣金融債券,B,RR3,1.0,N,8.77,0.14,0.58,0.43,0.97,2.62,2.14,1.84,,3.25,2.73,2.5,0,b.債券型,2
2017-05-26 10:26:00,20170526,266,0.0,0.31,a.<1億元台幣,2014-03-20 00:00:00,3.0,CR,CNY,馬澤亞,CN  ,人民幣企業債券,美元企業債券,人民幣金融債券,B,RR3,1.0,N,11.39,0.82,0.16,0.35,1.34,1.59,7.05,12.45,,2.0,13.92,5.0,0,b.債券型,2
2017-05-26 10:26:00,20170526,267,0.0,4.0,b.1~5億元台幣,2014-03-20 00:00:00,3.0,CR,CNY,馬澤亞,CN  ,人民幣企業債券,美元企業債券,人民幣金融債券,B,RR3,1.0,N,9.74,0.82,0.16,0.35,1.34,1.57,7.05,12.42,,1.99,13.87,5.0,0,b.債券型,2
2017-05-26 10:14:00,20170526,268,0.0,1.55,b.1~5億元台幣,2014-01-27 00:00:00,3.0,AK,AUD,李育昇,TW  ,金融,能源,通訊,B,RR3,1.0,N,8.87,0.84,0.83,1.15,2.1,7.08,14.18,11.14,,4.83,14.38,4.5,0,b.債券型,2
2017-05-26 10:14:00,20170526,269,0.0,1.87,b.1~5億元台幣,2014-02-14 00:00:00,3.0,AM,ZAR,李育昇,TW  ,金融,能源,通訊,B,RR3,1.0,N,9.02,0.97,0.91,1.48,3.25,9.3,17.92,23.7,,6.6,27.42,5.0,0,b.債券型,2
2017-05-26 10:09:00,20170526,270,0.0,21.1,d.10~100億元台幣,2014-05-08 00:00:00,3.0,DD,ZAR,吳立渝,ZA  ,,,,O,RR2,0.0,Y,11.85,1.15,0.36,1.36,3.64,7.6,14.74,25.5,,6.06,25.42,4.5,0,h.其他型,1
2017-05-26 10:21:00,20170526,271,0.0,11.11,d.10~100億元台幣,1993-02-09 00:00:00,24.0,FH,TWD,余美香,TW  ,,,,E,RR4,0.0,N,10.35,0.37,1.29,4.12,3.19,8.26,15.38,3.5,38.0,9.87,307.94,2.0,0,a.股票型,1
2017-05-26 10:10:00,20170526,272,0.0,12.95,d.10~100億元台幣,2014-03-20 00:00:00,3.0,IS,CNY,林邦傑,TW  ,,,,M,RR1,0.0,N,11.07,3.49,0.01,0.31,0.97,2.09,3.46,10.2,,1.74,10.69,,0,c.貨幣型,1
2017-05-26 10:14:00,20170526,273,0.0,1.08,b.1~5億元台幣,2014-09-18 00:00:00,3.0,AN,CNY,李育昇,TW  ,金融,能源,通訊,B,RR3,1.0,N,11.54,0.93,0.88,1.25,2.7,9.17,16.65,,,6.85,15.43,,0,b.債券型,2
2017-05-26 10:14:00,20170526,274,0.0,7.02,c.5~10億元台幣,2014-09-18 00:00:00,3.0,AN,CNY,李育昇,TW  ,金融,能源,通訊,B,RR3,1.0,N,9.38,0.93,0.88,1.25,2.7,9.18,16.67,,,6.86,15.43,,0,b.債券型,2
2017-05-26 10:22:00,20170526,275,0.0,1.67,b.1~5億元台幣,2014-10-01 00:00:00,3.0,FN,CNY,謝佳伶,TW  ,美國高收益債券(含ETF),其他已開發國家高收益債券,約當現金及其他,B,RR3,1.0,N,10.76,0.79,0.93,1.08,2.25,8.52,15.11,,,6.47,7.59,,0,b.債券型,2
2017-05-26 10:22:00,20170526,276,0.0,2.91,b.1~5億元台幣,2014-10-01 00:00:00,3.0,FN,CNY,謝佳伶,TW  ,美國高收益債券(含ETF),其他已開發國家高收益債券,約當現金及其他,B,RR3,1.0,N,9.22,0.79,0.93,1.08,2.27,8.55,15.14,,,6.5,7.55,,0,b.債券型,2
2017-05-26 10:33:00,20170526,277,0.0,2.12,b.1~5億元台幣,2014-09-25 00:00:00,3.0,PA,CNY,周曉蘭,TW  ,通訊,政府公債,現金及約當現金,B,RR3,1.0,N,10.42,0.74,0.85,0.85,1.92,7.73,14.09,,,5.45,4.16,,0,b.債券型,2
2017-05-26 10:33:00,20170526,278,0.0,15.59,d.10~100億元台幣,2014-09-25 00:00:00,3.0,PA,CNY,周曉蘭,TW  ,通訊,政府公債,現金及約當現金,B,RR3,1.0,N,8.29,0.75,0.85,0.89,2.04,7.79,14.29,,,5.51,4.44,,0,b.債券型,2
2017-05-26 10:31:00,20170526,279,0.0,40.6,d.10~100億元台幣,2014-10-15 00:00:00,3.0,JF,TWD,楊謹嘉,TW  ,,,,F,RR3,0.0,N,11.16,0.44,0.44,1.07,1.91,5.47,7.92,,,2.87,11.61,,0,e.組合型,1
2017-05-26 10:31:00,20170526,280,0.0,41.6,d.10~100億元台幣,2014-10-15 00:00:00,3.0,JF,TWD,楊謹嘉,TW  ,,,,F,RR3,0.0,N,10.08,0.44,0.44,1.04,1.8,5.3,7.76,,,2.72,12.0,,0,e.組合型,1
2017-05-26 10:31:00,20170526,281,0.0,6.58,c.5~10億元台幣,2014-10-15 00:00:00,3.0,JK,USD,楊謹嘉,TW  ,,,,F,RR3,0.0,N,10.29,0.57,0.48,1.26,2.5,7.17,10.58,,,4.64,14.29,,0,e.組合型,2
2017-05-26 10:31:00,20170526,282,0.0,24.93,d.10~100億元台幣,2014-10-15 00:00:00,3.0,JL,CNY,楊謹嘉,TW  ,,,,F,RR3,0.0,N,10.88,0.8,0.47,1.4,3.13,9.02,14.47,,,6.19,25.42,,0,e.組合型,1
2017-05-26 10:01:00,20170526,283,0.0,0.92,a.<1億元台幣,2013-08-01 00:00:00,4.0,BM,CNY,張帆,CN  ,非日常生活消費品,現金,公司債,W,RR5,0.0,N,2.99,0.47,0.31,0.67,0.67,0.67,12.83,49.5,,4.18,41.04,4.0,0,d.平衡型,1
2017-05-26 10:18:00,20170526,284,0.0,0.31,a.<1億元台幣,2014-09-25 00:00:00,3.0,CL,CNY,郭臻臻,TW  ,,,,B,RR3,1.0,N,10.99,0.67,0.83,0.94,1.87,6.55,11.82,,,6.09,9.94,,0,b.債券型,2
2017-05-26 10:18:00,20170526,285,0.0,5.15,c.5~10億元台幣,2014-09-25 00:00:00,3.0,CL,CNY,郭臻臻,TW  ,,,,B,RR3,1.0,N,8.88,0.67,0.84,0.94,1.86,6.54,11.87,,,6.08,10.21,,0,b.債券型,2
2017-05-26 10:18:00,20170526,286,0.0,0.73,a.<1億元台幣,2014-10-07 00:00:00,3.0,CL,CNY,范鈺琦,TW  ,,,,B,RR4,1.0,N,12.17,0.84,0.68,0.6,2.44,8.53,14.86,,,7.72,21.67,,0,b.債券型,1
2017-05-26 10:18:00,20170526,287,0.0,5.44,c.5~10億元台幣,2014-10-07 00:00:00,3.0,CL,CNY,范鈺琦,TW  ,,,,B,RR4,1.0,N,10.08,0.83,0.68,0.6,2.44,8.51,14.75,,,7.7,21.56,,0,b.債券型,1
2017-05-26 10:01:00,20170526,288,0.0,25.57,d.10~100億元台幣,2014-06-27 00:00:00,3.0,BL,TWD,劉晶樺,CN  ,附買回公司債,定期存款,其他,M,RR1,0.0,N,9.91,-0.85,-0.08,0.12,-0.98,-2.78,-9.15,,,-3.68,-0.9,,0,c.貨幣型,1
2017-05-26 10:02:00,20170526,289,0.0,7.24,c.5~10億元台幣,2014-06-27 00:00:00,3.0,BM,CNY,劉晶樺,CN  ,附買回公司債,定期存款,其他,M,RR1,0.0,N,10.95,4.33,0.0,0.27,0.84,1.86,3.21,,,1.53,9.51,,0,c.貨幣型,1
2017-05-26 10:02:00,20170526,290,0.0,2.01,b.1~5億元台幣,2014-06-27 00:00:00,3.0,BL,TWD,毛宗毅,CN  ,金融債,公司債,現金,B,RR2,0.0,N,9.52,-1.18,0.01,0.13,-1.14,-5.05,-10.1,,,-5.05,-4.81,,0,b.債券型,2
2017-05-26 10:02:00,20170526,291,0.0,0.59,a.<1億元台幣,2014-06-27 00:00:00,3.0,BM,CNY,毛宗毅,CN  ,金融債,公司債,現金,B,RR2,0.0,N,10.56,0.22,0.15,0.3,0.73,-0.49,2.22,,,0.2,5.55,,0,b.債券型,2
2017-05-26 10:02:00,20170526,292,0.0,0.61,a.<1億元台幣,2014-06-27 00:00:00,3.0,BM,CNY,毛宗毅,CN  ,金融債,公司債,現金,B,RR2,0.0,N,9.99,0.22,0.15,0.3,0.73,-0.49,2.22,,,0.2,5.55,,0,b.債券型,2
2017-05-26 10:09:00,20170526,293,0.0,0.04,a.<1億元台幣,2015-01-15 00:00:00,2.0,DC,CNY,曹清宗,TW  ,銀行,其他,石油天然氣,B,RR3,1.0,N,2.41,0.72,1.18,0.28,2.18,9.07,16.37,,,9.22,23.67,,0,b.債券型,2
2017-05-26 10:09:00,20170526,294,0.0,0.01,a.<1億元台幣,2015-01-15 00:00:00,2.0,DC,CNY,曹清宗,TW  ,銀行,其他,石油天然氣,B,RR3,1.0,N,2.35,0.96,0.85,0.27,2.21,7.16,18.03,,,6.7,24.67,,0,b.債券型,2
2017-05-26 10:33:00,20170526,295,0.0,5.15,c.5~10億元台幣,2014-11-17 00:00:00,3.0,P ,TWD,周佑侖,TW  ,債券,股票,現金及約當現金,W,RR4,1.0,N,10.44,0.3,0.36,1.37,1.05,3.04,6.73,,,2.41,4.41,,0,d.平衡型,1
2017-05-26 10:33:00,20170526,296,0.0,6.54,c.5~10億元台幣,2014-11-17 00:00:00,3.0,P ,TWD,周佑侖,TW  ,債券,股票,現金及約當現金,W,RR4,1.0,N,9.25,0.3,0.36,1.37,1.05,3.04,6.74,,,2.41,4.42,,0,d.平衡型,1
2017-05-26 10:33:00,20170526,297,0.0,0.28,a.<1億元台幣,2014-12-08 00:00:00,3.0,PA,CNY,周佑侖,TW  ,債券,股票,現金及約當現金,W,RR4,1.0,N,11.58,0.67,0.42,1.56,2.83,7.99,17.02,,,7.91,15.81,,0,d.平衡型,1
2017-05-26 10:33:00,20170526,298,0.0,2.5,b.1~5億元台幣,2014-12-08 00:00:00,3.0,PA,CNY,周佑侖,TW  ,債券,股票,現金及約當現金,W,RR4,1.0,N,9.79,0.65,0.43,1.55,2.78,7.93,16.61,,,7.85,16.05,,0,d.平衡型,1
2017-05-26 10:34:00,20170526,299,0.0,0.11,a.<1億元台幣,2014-11-17 00:00:00,3.0,PA,CNY,林庭樟,TW  ,金融,資訊科技,工業,E,RR5,0.0,N,11.78,0.75,0.73,2.7,4.34,12.3,31.03,,,11.76,17.8,,0,a.股票型,1
2017-05-26 10:34:00,20170526,300,0.0,0.36,a.<1億元台幣,2014-11-17 00:00:00,3.0,PA,CNY,林庭樟,TW  ,金融,資訊科技,工業,E,RR5,0.0,N,10.13,0.76,0.73,2.63,4.19,12.13,31.38,,,11.57,18.1,,0,a.股票型,1
2017-05-26 10:31:00,20170526,301,0.0,1.0,b.1~5億元台幣,2015-01-07 00:00:00,2.0,JL,CNY,郭世宗,TW  ,公司債,政府公債,金融債,B,RR4,1.0,N,10.59,0.76,0.34,0.35,1.61,3.76,8.92,,,3.61,21.15,,0,b.債券型,1
2017-05-26 10:31:00,20170526,302,0.0,1.27,b.1~5億元台幣,2014-03-13 00:00:00,3.0,JK,USD,郭世宗,TW  ,公司債,政府公債,金融債,B,RR4,1.0,N,9.47,0.33,0.52,0.34,1.12,3.3,4.39,8.16,,3.23,10.98,2.5,0,b.債券型,1
2017-05-26 10:16:00,20170526,303,0.0,3.36,b.1~5億元台幣,2014-09-10 00:00:00,3.0,GI,CNY,黃筱雲,CN  ,資訊技術,醫療保健,非核心消費,E,RR5,0.0,N,13.56,0.31,0.81,0.0,2.57,0.82,14.43,,,4.31,35.6,,0,a.股票型,1
2017-05-26 10:16:00,20170526,304,0.0,0.19,a.<1億元台幣,2014-08-25 00:00:00,3.0,GJ,USD,劉蓓珊,TW  ,循環性消費,非循環性消費,通訊/媒體,B,RR3,1.0,N,9.75,0.5,0.88,0.85,1.4,5.41,8.71,,,3.66,-2.47,,0,b.債券型,2
2017-05-26 10:16:00,20170526,305,0.0,0.43,a.<1億元台幣,2014-09-04 00:00:00,3.0,GJ,USD,劉蓓珊,TW  ,循環性消費,非循環性消費,通訊/媒體,B,RR3,1.0,N,8.38,0.5,0.88,0.85,1.41,5.38,8.78,,,3.64,-2.43,,0,b.債券型,2
2017-05-26 10:14:00,20170526,306,0.0,0.44,a.<1億元台幣,2016-04-21 00:00:00,1.0,AN,CNY,許家禎,TW  ,金融業,能源,原物料,B,RR3,1.0,N,10.99,0.57,0.54,0.63,2.04,6.76,9.46,,,5.47,9.88,,0,b.債券型,2
2017-05-26 10:14:00,20170526,307,0.0,1.26,b.1~5億元台幣,2015-06-08 00:00:00,2.0,AN,CNY,許家禎,TW  ,金融業,能源,原物料,B,RR3,1.0,N,10.13,0.58,0.55,0.67,2.08,6.81,9.57,,,5.52,13.94,,0,b.債券型,2
2017-05-26 10:14:00,20170526,308,0.0,0.72,a.<1億元台幣,2015-06-17 00:00:00,2.0,AN,CNY,施宜君,TW  ,金融,原物料,能源,B,RR3,1.0,N,11.73,0.65,0.89,0.49,1.72,6.18,10.43,,,5.17,17.26,,0,b.債券型,2
2017-05-26 10:14:00,20170526,309,0.0,0.53,a.<1億元台幣,2015-02-03 00:00:00,2.0,AN,CNY,施宜君,TW  ,金融,原物料,能源,B,RR3,1.0,N,10.41,0.65,0.89,0.53,1.76,6.23,10.49,,,5.22,19.44,,0,b.債券型,2
2017-05-26 10:21:00,20170526,310,0.0,7.12,c.5~10億元台幣,2015-04-07 00:00:00,2.0,FH,TWD,呂其倫,CN  ,,,,W,RR4,1.0,N,9.4,0.01,0.22,1.11,0.38,-0.12,0.71,,,0.27,-5.98,,0,d.平衡型,1
2017-05-26 10:21:00,20170526,311,0.0,3.94,b.1~5億元台幣,2015-04-07 00:00:00,2.0,FH,TWD,呂其倫,CN  ,,,,W,RR4,1.0,N,8.57,0.01,0.22,1.11,0.38,-0.12,0.71,,,0.27,-5.98,,0,d.平衡型,1
2017-05-26 10:21:00,20170526,312,0.0,1.48,b.1~5億元台幣,2015-04-07 00:00:00,2.0,FI,CNY,呂其倫,CN  ,,,,W,RR4,1.0,N,10.76,0.63,0.27,1.29,2.24,4.63,14.29,,,5.78,7.65,,0,d.平衡型,1
2017-05-26 10:21:00,20170526,313,0.0,3.03,b.1~5億元台幣,2015-04-07 00:00:00,2.0,FI,CNY,呂其倫,CN  ,,,,W,RR4,1.0,N,9.85,0.63,0.27,1.29,2.24,4.63,14.29,,,5.78,7.65,,0,d.平衡型,1
2017-05-26 10:21:00,20170526,314,0.0,2.03,b.1~5億元台幣,2015-04-07 00:00:00,2.0,FJ,USD,呂其倫,CN  ,,,,W,RR4,1.0,N,9.83,0.4,0.37,1.35,1.96,5.14,10.14,,,6.53,-1.7,,0,d.平衡型,1
2017-05-26 10:21:00,20170526,315,0.0,1.57,b.1~5億元台幣,2015-04-07 00:00:00,2.0,FJ,USD,呂其倫,CN  ,,,,W,RR4,1.0,N,8.94,0.4,0.37,1.35,1.96,5.14,10.14,,,6.53,-1.7,,0,d.平衡型,1
2017-05-26 10:32:00,20170526,316,0.0,19.04,d.10~100億元台幣,2015-04-02 00:00:00,2.0,GK,USD,陳俊憲,TW  ,非投資等級公司債,當地貨幣新興市場債,強勢貨幣新興市場債,B,RR3,1.0,N,13.76,0.62,0.87,0.42,1.99,6.69,11.2,,,4.39,6.89,,0,b.債券型,2
2017-05-26 10:32:00,20170526,317,0.0,88.94,d.10~100億元台幣,2015-04-02 00:00:00,2.0,GP,CNY,陳俊憲,TW  ,非投資等級公司債,當地貨幣新興市場債,強勢貨幣新興市場債,B,RR3,1.0,N,14.0,0.77,0.88,0.55,2.84,8.56,14.33,,,6.0,13.69,,0,b.債券型,2
2017-05-26 10:32:00,20170526,318,0.0,6.88,c.5~10億元台幣,2015-04-02 00:00:00,2.0,GQ,AUD,陳俊憲,TW  ,非投資等級公司債,當地貨幣新興市場債,強勢貨幣新興市場債,B,RR3,1.0,N,13.5,0.65,0.88,0.52,2.25,6.87,12.01,,,4.51,8.87,,0,b.債券型,2
2017-05-26 10:32:00,20170526,319,0.0,5.63,c.5~10億元台幣,2015-04-02 00:00:00,2.0,GR,ZAR,陳俊憲,TW  ,非投資等級公司債,當地貨幣新興市場債,強勢貨幣新興市場債,B,RR3,1.0,N,14.43,0.94,0.91,0.9,3.73,9.83,18.33,,,6.68,22.11,,0,b.債券型,2
2017-05-26 10:10:00,20170526,320,0.0,33.75,d.10~100億元台幣,2014-08-20 00:00:00,3.0,IT,TWD,黃昱仁,CN  ,非必需品,必需品,醫藥,E,RR5,0.0,N,15.23,0.55,0.51,2.98,6.06,4.67,14.43,,,8.4,52.3,,0,a.股票型,1
2017-05-26 10:10:00,20170526,321,0.0,14.33,d.10~100億元台幣,2014-08-20 00:00:00,3.0,IR,USD,黃昱仁,CN  ,非必需品,必需品,醫藥,E,RR5,0.0,N,15.16,0.66,0.6,3.2,7.44,9.86,22.95,,,14.85,51.6,,0,a.股票型,1
